Unit,Plot,Species,myc.species.type,myc.legacy.type,Num.,Tag ID,Prox,Moisture
8,1,CACO,EcM,AM,9,8_1 CACO_9,Edge,26.1
8,1,CACO,EcM,AM,12,8_1 CACO_12,Center,23.7
8,1,CACO,EcM,AM,13,8_1 CACO_13,Center,23.1
8,1,CACO,EcM,AM,14,8_1 CACO_14,Edge,35.3
8,1,CACO,EcM,AM,15,8_1 CACO_15,Edge,24.6
8,1,CACO,EcM,AM,16,8_1 CACO_16,Center,13.8
8,1,CACO,EcM,AM,17,8_1 CACO_17,Edge,24.4
8,1,CACO,EcM,AM,19,8_1 CACO_19,Edge,21.6
8,1,CACO,EcM,AM,20,8_1 CACO_20,Edge,22.5
8,1,QURU,EcM,AM,1,8_1 QURU_1,Center,22.8
8,1,QURU,EcM,AM,2,8_1 QURU_2,Edge,31.4
8,1,QURU,EcM,AM,3,8_1 QURU_3,Edge,19.1
8,1,QURU,EcM,AM,4,8_1 QURU_4,Edge,20.9
8,1,QURU,EcM,AM,5,8_1 QURU_5,Center,29.7
8,1,QURU,EcM,AM,6,8_1 QURU_6,Center,23.6
8,1,QURU,EcM,AM,8,8_1 QURU_8,Edge,24
8,1,QURU,EcM,AM,9,8_1 QURU_9,Center,25.2
8,1,QURU,EcM,AM,10,8_1 QURU_10,Center,29.2
8,1,QURU,EcM,AM,12,8_1 QURU_12,Edge,19.1
8,1,QURU,EcM,AM,13,8_1 QURU_13,Center,25.5
8,1,QURU,EcM,AM,14,8_1 QURU_14,Center,19.5
8,1,QURU,EcM,AM,15,8_1 QURU_15,Edge,24.3
8,1,QURU,EcM,AM,16,8_1 QURU_16,Edge,21.9
8,1,QURU,EcM,AM,19,8_1 QURU_19,Edge,18.7
8,1,QURU,EcM,AM,20,8_1 QURU_20,Edge,27.1
8,1,TIAM,EcM,AM,2,8_1 TIAM_2,Edge,26.3
8,1,TIAM,EcM,AM,3,8_1 TIAM_3,Edge,22.1
8,1,TIAM,EcM,AM,4,8_1 TIAM_4,Center,22.3
8,1,TIAM,EcM,AM,5,8_1 TIAM_5,Edge,29.5
8,1,TIAM,EcM,AM,6,8_1 TIAM_6,Edge,31.6
8,1,TIAM,EcM,AM,8,8_1 TIAM_8,Edge,24.9
8,1,TIAM,EcM,AM,10,8_1 TIAM_10,Center,24.8
8,1,TIAM,EcM,AM,12,8_1 TIAM_12,Center,24.7
8,1,TIAM,EcM,AM,14,8_1 TIAM_14,Center,22.8
8,1,TIAM,EcM,AM,15,8_1 TIAM_15,Edge,29.1
8,1,TIAM,EcM,AM,16,8_1 TIAM_16,Edge,19
8,1,TIAM,EcM,AM,17,8_1 TIAM_17,Center,27.8
8,1,TIAM,EcM,AM,18,8_1 TIAM_18,Edge,28.9
8,1,TIAM,EcM,AM,20,8_1 TIAM_20,Edge,9.8
3,5,ACRU,AM,AM,1,3_5 ACRU_1,Edge,25.8
3,5,ACRU,AM,AM,3,3_5 ACRU_3,Center,26.8
3,5,ACRU,AM,AM,4,3_5 ACRU_4,Edge,28.6
3,5,ACRU,AM,AM,5,3_5 ACRU_5,Edge,24
3,5,ACRU,AM,AM,6,3_5 ACRU_6,Edge,22.6
3,5,ACRU,AM,AM,7,3_5 ACRU_7,Edge,19
3,5,ACRU,AM,AM,8,3_5 ACRU_8,Center,28
3,5,ACRU,AM,AM,9,3_5 ACRU_9,Center,25
3,5,ACRU,AM,AM,10,3_5 ACRU_10,Center,19.9
3,5,ACRU,AM,AM,11,3_5 ACRU_11,Center,26.3
3,5,ACRU,AM,AM,12,3_5 ACRU_12,Center,30.7
3,5,ACRU,AM,AM,13,3_5 ACRU_13,Edge,29.3
3,5,ACRU,AM,AM,14,3_5 ACRU_14,Edge,29.5
3,5,ACRU,AM,AM,15,3_5 ACRU_15,Center,21.2
3,5,ACRU,AM,AM,16,3_5 ACRU_16,Center,24.7
3,5,ACRU,AM,AM,17,3_5 ACRU_17,Edge,29.8
3,5,ACRU,AM,AM,18,3_5 ACRU_18,Edge,28.6
3,5,ACRU,AM,AM,20,3_5 ACRU_20,Edge,21.4
3,5,ACSA,AM,AM,3,3_5 ACSA_3,Center,28.8
3,5,ACSA,AM,AM,4,3_5 ACSA_4,Center,17.8
3,5,ACSA,AM,AM,6,3_5 ACSA_6,Edge,16.8
3,5,ACSA,AM,AM,8,3_5 ACSA_8,Center,27.5
3,5,ACSA,AM,AM,9,3_5 ACSA_9,Edge,29.7
3,5,ACSA,AM,AM,10,3_5 ACSA_10,Edge,24.5
3,5,ACSA,AM,AM,11,3_5 ACSA_11,Edge,25.1
3,5,ACSA,AM,AM,12,3_5 ACSA_12,Edge,14.9
3,5,ACSA,AM,AM,13,3_5 ACSA_13,Center,11.3
3,5,ACSA,AM,AM,14,3_5 ACSA_14,Edge,22.3
3,5,ACSA,AM,AM,15,3_5 ACSA_15,Center,28.7
3,5,ACSA,AM,AM,16,3_5 ACSA_16,Edge,16.7
3,5,ACSA,AM,AM,17,3_5 ACSA_17,Edge,24.4
3,5,ACSA,AM,AM,19,3_5 ACSA_19,Edge,24.6
3,5,ACSA,AM,AM,20,3_5 ACSA_20,Edge,24.1
3,5,NYSY,AM,AM,2,3_5 NYSY_2,Edge,14.2
3,5,NYSY,AM,AM,4,3_5 NYSY_4,Edge,14.4
3,5,NYSY,AM,AM,5,3_5 NYSY_5,Edge,20.9
3,5,NYSY,AM,AM,6,3_5 NYSY_6,Edge,22.8
3,5,NYSY,AM,AM,9,3_5 NYSY_9,Edge,8.1
3,5,NYSY,AM,AM,11,3_5 NYSY_11,Edge,16
3,5,NYSY,AM,AM,12,3_5 NYSY_12,Edge,19.2
3,5,NYSY,AM,AM,13,3_5 NYSY_13,Edge,16.7
3,5,NYSY,AM,AM,15,3_5 NYSY_15,Center,20
3,5,NYSY,AM,AM,16,3_5 NYSY_16,Center,17.3
3,5,NYSY,AM,AM,17,3_5 NYSY_17,Center,26.8
3,5,NYSY,AM,AM,18,3_5 NYSY_18,Edge,24.4
3,5,NYSY,AM,AM,19,3_5 NYSY_19,Edge,17.1
3,5,NYSY,AM,AM,20,3_5 NYSY_20,Center,39.6
3,5,PRSE,AM,AM,2,3_5 PRSE_2,Edge,19.1
3,5,PRSE,AM,AM,3,3_5 PRSE_3,Edge,17.5
3,5,PRSE,AM,AM,4,3_5 PRSE_4,Edge,26.6
3,5,PRSE,AM,AM,5,3_5 PRSE_5,Center,24.8
3,5,PRSE,AM,AM,6,3_5 PRSE_6,Edge,16.7
3,5,PRSE,AM,AM,7,3_5 PRSE_7,Center,18.7
3,5,PRSE,AM,AM,8,3_5 PRSE_8,Edge,25.7
3,5,PRSE,AM,AM,9,3_5 PRSE_9,Edge,25.1
3,5,PRSE,AM,AM,10,3_5 PRSE_10,Edge,31.2
3,5,PRSE,AM,AM,11,3_5 PRSE_11,Center,24.5
3,5,PRSE,AM,AM,12,3_5 PRSE_12,Edge,33.2
3,5,PRSE,AM,AM,14,3_5 PRSE_14,Edge,17.2
3,5,PRSE,AM,AM,15,3_5 PRSE_15,Edge,29.3
3,5,PRSE,AM,AM,16,3_5 PRSE_16,Edge,8.9
3,5,PRSE,AM,AM,17,3_5 PRSE_17,Center,15.5
3,5,PRSE,AM,AM,18,3_5 PRSE_18,Center,20
3,5,PRSE,AM,AM,20,3_5 PRSE_20,Center,25.3
3,5,BELE,EcM,AM,3,3_5 BELE_3,Center,38.5
3,5,BELE,EcM,AM,7,3_5 BELE_7,Center,19.3
3,5,BELE,EcM,AM,8,3_5 BELE_8,Edge,31.6
3,5,BELE,EcM,AM,9,3_5 BELE_9,Center,28.1
3,5,BELE,EcM,AM,10,3_5 BELE_10,Center,20
3,5,BELE,EcM,AM,12,3_5 BELE_12,Center,25.5
3,5,BELE,EcM,AM,13,3_5 BELE_13,Center,20.7
3,5,BELE,EcM,AM,14,3_5 BELE_14,Edge,21.3
3,5,BELE,EcM,AM,15,3_5 BELE_15,Edge,18.8
3,5,BELE,EcM,AM,16,3_5 BELE_16,Edge,28.8
3,5,BELE,EcM,AM,18,3_5 BELE_18,Edge,14
3,5,BELE,EcM,AM,20,3_5 BELE_20,Center,29.5
3,5,CACO,EcM,AM,1,3_5 CACO_1,Edge,28.3
3,5,CACO,EcM,AM,2,3_5 CACO_2,Edge,20
3,5,CACO,EcM,AM,4,3_5 CACO_4,Center,19.4
3,5,CACO,EcM,AM,5,3_5 CACO_5,Edge,27.1
3,5,CACO,EcM,AM,8,3_5 CACO_8,Center,18.8
3,5,CACO,EcM,AM,9,3_5 CACO_9,Edge,28.4
3,5,CACO,EcM,AM,10,3_5 CACO_10,Edge,18.6
3,5,CACO,EcM,AM,11,3_5 CACO_11,Center,23.9
3,5,CACO,EcM,AM,12,3_5 CACO_12,Edge,27.4
3,5,CACO,EcM,AM,13,3_5 CACO_13,Center,28.4
3,5,CACO,EcM,AM,14,3_5 CACO_14,Edge,21.5
3,5,CACO,EcM,AM,15,3_5 CACO_15,Edge,33.7
3,5,CACO,EcM,AM,16,3_5 CACO_16,Edge,24.4
3,5,CACO,EcM,AM,17,3_5 CACO_17,Center,29.2
3,5,CACO,EcM,AM,18,3_5 CACO_18,Center,23.5
3,5,CACO,EcM,AM,19,3_5 CACO_19,Edge,29.2
3,5,QURU,EcM,AM,1,3_5 QURU_1,Center,21.5
3,5,QURU,EcM,AM,3,3_5 QURU_3,Edge,21.9
3,5,QURU,EcM,AM,4,3_5 QURU_4,Edge,24.1
3,5,QURU,EcM,AM,7,3_5 QURU_7,Center,26
3,5,QURU,EcM,AM,8,3_5 QURU_8,Edge,27.9
3,5,QURU,EcM,AM,9,3_5 QURU_9,Center,30.9
3,5,QURU,EcM,AM,10,3_5 QURU_10,Center,23.7
3,5,QURU,EcM,AM,11,3_5 QURU_11,Edge,23.8
3,5,QURU,EcM,AM,12,3_5 QURU_12,Center,29
3,5,QURU,EcM,AM,13,3_5 QURU_13,Center,20.8
3,5,QURU,EcM,AM,14,3_5 QURU_14,Center,26.7
3,5,QURU,EcM,AM,15,3_5 QURU_15,Edge,24.5
3,5,QURU,EcM,AM,16,3_5 QURU_16,Edge,22.4
3,5,QURU,EcM,AM,17,3_5 QURU_17,Edge,27.8
3,5,QURU,EcM,AM,18,3_5 QURU_18,Center,28.9
3,5,QURU,EcM,AM,19,3_5 QURU_19,Edge,21.4
3,5,QURU,EcM,AM,20,3_5 QURU_20,Edge,31.5
3,5,TIAM,EcM,AM,2,3_5 TIAM_2,Edge,25.9
3,5,TIAM,EcM,AM,3,3_5 TIAM_3,Edge,32.4
3,5,TIAM,EcM,AM,4,3_5 TIAM_4,Center,19.6
3,5,TIAM,EcM,AM,5,3_5 TIAM_5,Center,22.3
3,5,TIAM,EcM,AM,6,3_5 TIAM_6,Edge,36.8
3,5,TIAM,EcM,AM,7,3_5 TIAM_7,Center,40.1
3,5,TIAM,EcM,AM,8,3_5 TIAM_8,Edge,31.4
3,5,TIAM,EcM,AM,9,3_5 TIAM_9,Edge,30.7
3,5,TIAM,EcM,AM,10,3_5 TIAM_10,Edge,22.5
3,5,TIAM,EcM,AM,11,3_5 TIAM_11,Edge,22.9
3,5,TIAM,EcM,AM,12,3_5 TIAM_12,Edge,33.1
3,5,TIAM,EcM,AM,13,3_5 TIAM_13,Edge,31.4
3,5,TIAM,EcM,AM,14,3_5 TIAM_14,Center,27.1
3,5,TIAM,EcM,AM,15,3_5 TIAM_15,Edge,29.3
3,5,TIAM,EcM,AM,16,3_5 TIAM_16,Edge,31.1
3,5,TIAM,EcM,AM,17,3_5 TIAM_17,Center,22.4
3,5,TIAM,EcM,AM,18,3_5 TIAM_18,Center,28.2
3,5,TIAM,EcM,AM,19,3_5 TIAM_19,Center,31.3
3,5,TIAM,EcM,AM,20,3_5 TIAM_20,Edge,23.9
2,5,ACRU,AM,AM,1,2_5 ACRU_1,Center,27.4
2,5,ACRU,AM,AM,2,2_5 ACRU_2,Edge,27.2
2,5,ACRU,AM,AM,3,2_5 ACRU_3,Edge,24.4
2,5,ACRU,AM,AM,6,2_5 ACRU_6,Edge,23.7
2,5,ACRU,AM,AM,8,2_5 ACRU_8,Center,31
2,5,ACRU,AM,AM,10,2_5 ACRU_10,Edge,27
2,5,ACRU,AM,AM,15,2_5 ACRU_15,Edge,30.1
2,5,ACRU,AM,AM,16,2_5 ACRU_16,Center,28.3
2,5,ACRU,AM,AM,17,2_5 ACRU_17,Center,29.3
2,5,ACRU,AM,AM,19,2_5 ACRU_19,Center,25.6
2,5,ACRU,AM,AM,20,2_5 ACRU_20,Center,28.6
2,5,ACSA,AM,AM,1,2_5 ACSA_1,Edge,26.9
2,5,ACSA,AM,AM,2,2_5 ACSA_2,Edge,29.7
